Facility Number,Facility Name,Facility Type,Better Beginnings,Address,County,Director,Owner,Phone,Email Address,Website Address,Total Allowed Capacity,Voucher Participant,CACFP Facility,ABC Facility
47929,Aplus Academy,Child Care Center,Level 0,"106 SE Executive Dr STE 6, Bentonville, AR, 72712-7732",Benton,Roberta Collins,7Hills Academy LLC,(479) 321-9857,contactaplusnwa@gmail.com,www.aplusnwa.com,56,FALSE,FALSE,FALSE
47891,Camp Raider Program UHE,Child Care Center,Level 0,"300 Bowling Lane, Jonesboro, AR, 72401",Craighead,Renee Robinson,Nettleton School District,(870) 910-7823,renee.robinson@nettletonschools.net,www.campraider.com,233,FALSE,FALSE,FALSE
47877,Friendship Pediatric Services - School Age Summer Program,Out of School Time,Level 0,"5701 Springhill Rd., Benton, AR, 72015",Saline,Megan Relford,Friendship Community Care Inc,(501) 847-9711,relfordm@fccare.org,www.fccare.org,38,FALSE,FALSE,FALSE
47796,Twin Oaks Academy,Licensed Child Care Family Home,Level 0,"1201 Clovis Street, Danville, AR, 72833",Yell,,Hannah Taylor,(479) 495-5353,twinoaksacademy@taylormadeacademy.com,,16,FALSE,FALSE,FALSE
47663,Beena’s Tiny Tots Daycare,Child Care Center,Level 0,"797 AR-367 N, Judsonia, AR, 72081-9189",White,Beverly Watkins,Beena's Tiny Tots Daycare,(501) 281-6104,beenasdaycare@gmail.com,,36,FALSE,FALSE,FALSE
46912,The Gingerbread House Daycare LLC,Licensed Child Care Family Home,Level 0,"360 Dallas Ave NW, Camden, AR, 71701-3428",Ouachita,,The Gingerbread House Daycare LLC,(870) 866-1615,thegingerbreadhousedaycare50@gmail.com,,16,FALSE,FALSE,FALSE
46452,Jacob's Ladder,Child Care Center,Level 0,"307 E 4th St, Stuttgart, AR, 72160-4315",Arkansas,Elvera Davis,First Methodist Church Stuttgart,(870) 672-9801,vera.davis@stuttgartfmc.org,https://stuttgartfumc.org/jacobs-ladder,65,FALSE,FALSE,FALSE
46385,"First Step Arkansas, LLC dba Arkids Pediatric Day Centers",Early Intervention Day Treatment (EIDT),Level 0,"528 US 49 N, Paragould, AR, 72450-4087",Greene,Kimberly Potter-Burkheart,"First Step, LLC dba Arkids Pediatric Day Centers",(870) 560-5260,cparker@arkidspdc.com,www.arkidspdc.com,70,FALSE,FALSE,FALSE
46329,The Learning Tree L.L.C,Child Care Center,Level 0,"1115 S. Jefferson, DeWitt, AR, 72042",Arkansas,Penny Merritt,Penny Merritt,(870) 717-0266,merrittfamily4@ymail.com,,20,FALSE,FALSE,FALSE
46318,A Mother's Touch Childcare,Licensed Child Care Family Home,Level 0,"815 MAPLE ST, 815 MAPLE ST, CENTERTON, AR, 72719-7602",Benton,,A Mother's Touch Childcare,(479) 685-9964,amotherstouchchildcare29@gmail.com,,8,FALSE,FALSE,FALSE
46308,Spring Hill Preschool,Child Care Center,Level 0,"633 Spring Lake Rd, Hope, AR, 71801",Hempstead,Kayla Parker,Superintendent Spring Hill High School,(870) 722-7420,kayla.parker@shbears.org,,24,FALSE,FALSE,FALSE
46215,Building Bridges Learning Academy,Licensed Child Care Family Home,Level 0,"1016 Sandino Drive, Jonesboro, AR, 72405",Craighead,,Jamila Wilson,(870) 882-1022,buildingbridgeslearningacademy@gmail.com,,10,FALSE,FALSE,FALSE
46079,UAMS Head Start Little Learner,Child Care Center,Level 0,"1500 Pershing Blv, North Little Rock, AR, 72114",Pulaski,Tyra Larkin,UAMS Head Start,(501) 590-7522,jford2@uams.edu,headstart.UAMS.edu,68,FALSE,FALSE,FALSE
46031,SuperHero After- School Center,Out of School Time,Level 0,"920 Edison St.7, Benton, AR, 72015",Saline,Sarah Lafferty,Superhero Academy Inc,(501) 574-2147,heroafterschool.22@gmail.com,,30,FALSE,FALSE,FALSE
46026,Inspire Childcare Development Center,Child Care Center,Level 0,"303 & 305 NORTH REYNOLDS RD, Bryant Ar., AR, 72022",Saline,Shanekia Smith,Inspire Childcare Development Center,(501) 216-3971,sshanekia@ymail.com,,38,FALSE,FALSE,FALSE
46020,Marshall's Academy Preschool LLC.,Child Care Center,Level 0,"1110 SALEM, Suite A, Benton, AR, 72019",Saline,Erica Marshall,Marshall's Academy Preschool LLC,(501) 794-6260,marshallsacademypreschoolllc@gmail.com,,22,FALSE,FALSE,FALSE
45789,Imagination Station Preschool,Licensed Child Care Family Home,Level 0,"506 S Hickory St, Harrison, AR, 72601-5716",Boone,,Carrie Byerly,(870) 204-5597,carrieb43@icloud.com,,16,FALSE,FALSE,FALSE
45781,Wallace Childcare and Learning Center,Licensed Child Care Family Home,Level 0,"926 Garland Ave, West Helena, AR, 72390",Phillips,,Wallace Childcare and Learning Center,(870) 228-6926,kristya_2005@yahoo.com,,16,FALSE,FALSE,FALSE
45704,Central Christian Academy Clubhouse,Child Care Center,Level 0,"19 Business Park Dr Suite 1-4, Greenbrier, AR, 72058-9263",Faulkner,Skylar Jensen,Greenbrier Christian Academy,(501) 581-0203,allaboutgca@gmail.com,www.centralchristianacademy.org,122,FALSE,FALSE,FALSE
45543,Precious Memories Student Center,Child Care Center,Level 0,"202 Michelle Ave, White Hall, AR, 71602",Jefferson,Kelly Patterson,Precious Memories Learning Academy,(870) 209-3312,debramcgehee@yahoo.com,,45,FALSE,FALSE,FALSE
45495,North Heights Community School,Child Care Center,Level 0,"2118 E 35th St, Texarkana, AR, 71854-2400",Miller,Samantha Bryant-Coleman,Texarkana Arkansas School District,(870) 773-1091,nhc@tasd7.net,https://nhc.tasd7.net/o/nhc,84,FALSE,FALSE,FALSE
45464,Little Life Academy,Child Care Center,Level 0,"8000 Crystal Hill Rd, North Little Rock, AR, 72118",Pulaski,Allison Martin,Little Life Academy of Arkansas Inc.,(501) 812-0001,meredith.miller@littlelifeacademy.com,littlelifeacademy.com,126,FALSE,FALSE,FALSE
45427,Mary's Day Care Learning Center,Licensed Child Care Family Home,Level 0,"207 Dixon Avenue, Osceola, AR, 72370",Mississippi,,Marys Day Care Learning Center,(870) 549-0715,octaviabright65@gmail.com,,8,FALSE,FALSE,FALSE
45422,Journey Kids Village,Child Care Center,Level 0,"1701 Disciple Dr, Jonesboro, AR, 72405-7978",Craighead,Lisa Buttgen,Journey Church,(870) 243-7360,pamela@journeyjonesboro.com,www.journeykidsvillage.org,187,FALSE,FALSE,FALSE
45389,Little Tots and Lollipops Childcare,Child Care Center,Level 0,"3531 central ave suite D, Hot Springs, AR, 71913",Garland,Kimberly Martin,Kimberly Martin,(501) 431-7603,badbutter42@yahoo.com,,19,FALSE,FALSE,FALSE
45386,Adventure Play Academy,Licensed Child Care Family Home,Level 0,"2212 Himes Ave, Mena, AR, 71953",Polk,,Kathryn- Ann Heath,(479) 469-3811,adventureplayacademy@outlook.com,,16,FALSE,FALSE,FALSE
45333,Amazing Childcare,Child Care Center,Level 0,"2304 SE 14th ST., BENTONVILLE, AR, 72712",Benton,Faviana Ramos,Anviolet Dayana Nava Amazing Child Care,(479) 320-6602,amazing.childcare.nwa@gmail.com,,43,FALSE,FALSE,FALSE
45326,The Baptist Preparatory School,Child Care Center,Level 0,"14510 Cedar Heights Rd, North Little Rock, AR, 72118-1204",Pulaski,Tamra Moss,The Baptist Preparatory School,(501) 851-2557,tmoss@baptistprep.org,,170,FALSE,FALSE,FALSE
45289,Cabot Christian School,Child Care Center,Level 0,"1122 S. 2nd St Ste A, PO Box 1273, Cabot, AR, 72023",Lonoke,Lois Dwiggins,Cabot Christian School,(501) 424-4952,office@cabotchristianschool.com,www.cabotchristianschool.com,33,FALSE,FALSE,FALSE
45174,Little Life Academy of Arkansas,Child Care Center,Level 0,"4024 AR-5, Bryant, AR, 72022",Saline,Susanna Ford,Little Life Academy of Arkansas,(501) 847-8961,jamie.thomas@littlelifeacademy.com,www.littlelifeacademy.com,119,FALSE,FALSE,FALSE
45151,The Learning Tree of Star City,Child Care Center,Level 0,"300 West Wiley, Star City, AR, 71667",Lincoln,Susan Owen,"The Learning Tree of Star City, LLC",(870) 370-1100,srmcghee@centurytel.net,,56,FALSE,FALSE,FALSE
45148,SOAR Afterschool Program - Bayyari Elementary,Out of School Time,Level 0,"2199 Scottsdale Ave, Springdale, AR, 72764",Washington,Landry Weber,SOAR After School Program,(479) 347-8389,soar@soarafterschool.com,www.soarafterschool.com,405,FALSE,FALSE,FALSE
45118,SOAR Afterschool Program - George Elementary,Out of School Time,Level 0,"2878 S Powell St, Springdale, AR, 72764",Washington,Mary Avery Shuburte,SOAR Afterschool Program,(479) 347-8401,soar@soarafterschool.com,www.soarafterschool.com,620,FALSE,FALSE,FALSE
45083,Black River Child Development Center II,Child Care Center,Level 0,"1826 US-67 S, Pocahontas, AR, 72455-4158",Randolph,Carrie Walker,Black River Area Development Corporation,(870) 202-1510,angela.blankenship@bradcorp.org,,26,FALSE,FALSE,FALSE
36225,Ozark Guidance Center - Therapeutic Day Treatment,Early Intervention Day Treatment (EIDT),Level 0,"2005 SE WALTON BLVD, BENTONVILLE, AR, 72712",Benton,Meghan Ryder,Ozark Guidance Center Inc,(479) 725-6001,patrick.henry@ozarkguidance.org,,180,FALSE,FALSE,FALSE
35737,Kids Unlimited Learning Academy,Early Intervention Day Treatment (EIDT),Level 0,"3148 AR-367 S, Cabot, AR, 72023-7473",Lonoke,Tommy Krenitsky,KIDS UNLIMITED LEARNING ACADEMY,(501) 941-3500,shellykeller@mymiraclekids.com,,204,FALSE,TRUE,FALSE
35303,FIRST STEP ARKANSAS LLC dba AR KIDS PEDIATRIC DAY CENTERS,Early Intervention Day Treatment (EIDT),Level 0,"528 Industrial Park Access Rd, Trumann, AR, 72472",Poinsett,Kimberly Potter-Burkheart,FIRST STEP ARKANSAS LLC,(870) 418-1071,cparker@arkidspdc.com,,70,FALSE,FALSE,FALSE
30396,Access Group Inc,Early Intervention Day Treatment (EIDT),Level 0,"1500 N Mississippi St, Little Rock, AR, 72207",Pulaski,Cheri Stevenson,Accessabilities,(501) 217-8600,cheri@accessgroupinc.org,,214,FALSE,FALSE,FALSE
29069,"Southeast Arkansas Behavioral Healthcare System, Inc",Early Intervention Day Treatment (EIDT),Level 0,"2500 Rike Drive, Pine Bluff, AR, 71603",Jefferson,Bessie Lancelin,Southeast Arkansas Behavioral Healthcare System Inc.,(870) 534-1834,sabhsmedicalrecords@sabhs.org,,84,FALSE,FALSE,FALSE
28358,Pathfinder Summer Day Academy,Early Intervention Day Treatment (EIDT),Level 0,"2615 W Main St, Jacksonville, AR, 72076-4215",Pulaski,Deborah Rogers,"PATHFINDER, INC.",(501) 982-0528,lindsey.lang@pathfinderinc.org,,154,FALSE,FALSE,FALSE
27063,Full Potential Child Development Center,Early Intervention Day Treatment (EIDT),Level 0,"8109 I-30, Little Rock, AR, 72209-4840",Pulaski,Trevor Lay,Potential Horizons LLC,(501) 562-5400,trevor.lay@fullpotentialclinic.com,,459,FALSE,TRUE,FALSE
16179,Magnolia Specialized Services Child Enrichment Center,Early Intervention Day Treatment (EIDT),Level 0,"1616 North Vine, Magnolia, AR, 71753",Columbia,Leah Morgan,MAGNOLIA SPECIALIZED SERVICES INC,(870) 234-6118,lmorgan@magspecserv.com,,129,FALSE,TRUE,FALSE
16106,SUNSHINE SCHOOL,Early Intervention Day Treatment (EIDT),Level 0,"901 AIRPORT LOOP, SEARCY, AR, 72143",White,Mary Lou Dunn,SUNSHINE SCHOOL INC,(501) 268-9227,snshnscl@yahoo.com,,26,FALSE,TRUE,FALSE
16073,"TEXARKANA SPECIAL EDUCATION CENTER, INC DBA OPPORTUNITIES, INC",Early Intervention Day Treatment (EIDT),Level 0,"6101 N STATELINE AVE, TEXARKANA, TX, 75503",Miller,Sherry Young,OPPORTUNITIES INC,(903) 791-2270,lwilliams@oppinc.org,,166,FALSE,FALSE,FALSE
15758,ACCESS GROUP INC,Early Intervention Day Treatment (EIDT),Level 0,"10618 Breckenridge Dr, Little Rock, AR, 72211",Pulaski,Monika Garner-Smith,Accessabilities,(501) 217-8600,monika@accessgroupinc.org,,309,FALSE,FALSE,FALSE
10884,MISS POLLYS DAY CARE,Early Intervention Day Treatment (EIDT),Level 0,"1699 S Falls BLVD, WYNNE, AR, 72396",Cross,Clara Reed,MISS POLLYS DCC,(870) 238-2368,misspollys613@yahoo.com,,59,FALSE,TRUE,FALSE
10431,Franklin Co. Learning Center,Early Intervention Day Treatment (EIDT),Level 0,"304 N 13th St, Ozark, AR, 72949-2858",Franklin,Sonja Leding,Franklin Co Learning Center,(479) 667-3552,sledingfclc@gmail.com,,127,FALSE,TRUE,FALSE
8641,ALL FOR KIDS,Early Intervention Day Treatment (EIDT),Level 0,"2410 RIKE DR, PINE BLUFF, AR, 71603",Jefferson,Zelda Hoaglan,THE JENKINS MEMORIAL CHILDREN'S CENTER AND JENKINS INDUSTRIES INC,(870) 534-2035,vrobinson@jenkinsmc.org,,175,FALSE,FALSE,FALSE
1848,THE LEARNING TREE CENTER,Early Intervention Day Treatment (EIDT),Level 0,"1116 N NEW YORK AVE, BRINKLEY, AR, 72021",Monroe,Mary Harlin,MONROE COUNTY HUMAN DEVELOPMENT CENTER INC,(870) 734-1155,shealese.washington@outlook.com,,50,FALSE,TRUE,FALSE
1834,KIDZPLACE,Early Intervention Day Treatment (EIDT),Level 0,"418 N 7th St, Ola, AR, 72853",Yell,Kathy Dunn,Yell County Special Services,(479) 489-5624,kidzplacepreschool@gmail.com,,130,FALSE,TRUE,FALSE
38318,Little Life Academy of Arkansas,Child Care Center,Level 0,"633 South Country Club, Conway, AR, 72034",Faulkner,Kristen Johnson,Little Life Academy of Arkansas,(501) 328-5117,alane.harris@littlelifeacademy.com,,223,FALSE,FALSE,FALSE
38317,Little Life Academy of Arkansas Inc.,Child Care Center,Level 0,"3400 W Main Street, Cabot, AR, 72023",Lonoke,Brianna Norwood,Little Life Academy of Arkansas Inc.,(501) 941-3547,brianna.norwood@littlelifeacademy.com,,148,FALSE,FALSE,FALSE
38316,Little Life Academy of Arkansas,Child Care Center,Level 0,"43 Glenn Lane, Greenbrier, AR, 72058",Faulkner,Harley Mason,Little Life Academy of Arkansas Inc,(501) 679-0522,harley.mason@littlelifeacademy.com,,89,FALSE,FALSE,FALSE
38283,The P.A.T People Advocating Transition Center Co.,Out of School Time,Level 0,"6210 Baseline Road, Little Rock, AR, 72209",Pulaski,Allen Cooper,RONALD KIRBY,(501) 265-0302,ronald.kirby@thepatcenter.org,allen.cooper@thepatcenter.org,54,FALSE,FALSE,FALSE
38267,Planting-A-Seed Foundation,Out of School Time,Level 0,"949 S Adams Ave, Camden, AR, 71701-4945",Ouachita,Kimberly Moore-Davis,Planting-A-Seed Foundation,(870) 807-3086,plantingaseedfoundation@gmail.com,,30,FALSE,FALSE,FALSE
38168,"FIRST STEP ARKANSAS, LLC DBA ARKIDS PEDIATRIC DAY CENTERS",Early Intervention Day Treatment (EIDT),Level 0,"447 S Country Club Rd, Osceola, AR, 72370-4207",Mississippi,Stephanie Lewis,FIRST STEP ARKANSAS LLC,(870) 563-0199,cparker@arkidspdc.com,arkidspdc.com,98,FALSE,TRUE,FALSE
38167,"FIRST STEP ARKANSAS, LLC DBA ARKIDS PEDIATRIC DAY CENTERS",Early Intervention Day Treatment (EIDT),Level 0,"1201 SOUTH DIVISION STREET, BLYTHEVILLE, AR, 72316",Mississippi,Stephanie Lewis,FIRST STEP ARKANSAS LLC,(870) 763-2390,cparker@arkidspdc.com,www.arkidspdc.com,96,FALSE,TRUE,FALSE
38161,Phyllis Daycare,Licensed Child Care Family Home,Level 0,"513 Sugar Hill Road, Lincoln, AR, 72744",Washington,,Phyllis Walton,(479) 957-6047,pjwalton56@yahoo.com,,12,FALSE,TRUE,FALSE
38133,We Care of Pulaski County,Out of School Time,Level 0,"3523 Slinker RD, Little Rock, AR, 72206",Pulaski,Sherry Lowe,We Care of Pulaski County,(501) 897-0500,wecarerec@sbcglobal.net,,45,FALSE,FALSE,FALSE
38104,DaNa Learning Academy,Licensed Child Care Family Home,Level 0,"2303 SW Tupelo Ave, Bentonville, AR, 72713-8776",Benton,,Kiruthika Chenniappan Velusamy,(479) 224-8761,dana.learningacademy@gmail.com,,10,FALSE,FALSE,FALSE
38070,"Fun Time Learning Center, Inc.",Child Care Center,Level 0,"1039 S 13th Street, Arkadelphia, AR, 71923",Clark,Mae Buck,"Fun Time Learning Center, Inc.",(870) 246-9631,mae.buck@sbcglobal.net,,80,FALSE,FALSE,FALSE
38019,Rooted Preschool Academy,Licensed Child Care Family Home,Level 0,"4201 Lovell Ln, Benton, AR, 72019-7500",Saline,,Jessica Branch,(501) 889-3710,rootedprek@gmail.com,,10,FALSE,FALSE,FALSE
38007,First Baptist Children's Center,Child Care Center,Level 0,"529 S Main St, Malvern, AR, 72104-3836",Hot Spring,Brandi Bartow,First Baptist Church,(501) 332-2058,fbccmal@gmail.com,,142,FALSE,FALSE,FALSE
37992,Pinina's Spanish immersion Home Daycare,Licensed Child Care Family Home,Level 0,"4492 Warwick Cove, Springdale, AR, 72762-8296",Benton,,Jacqueline Girdner,(479) 799-7572,girdnerps@hotmail.com,,10,FALSE,TRUE,FALSE
37982,Pulaski Academy,Child Care Center,Level 0,"12701 Hinson Rd, Little Rock, AR, 72212-3301",Pulaski,Tiffany Knight,Pulaski Academy Board Of Directors,(501) 604-1910,tiffany.knight@pulaskiacademy.org,,266,FALSE,FALSE,FALSE
37980,CALVARY CHRISTIAN SCHOOL DAY CARE,Child Care Center,Level 0,"1611 N Washington, Forrest City, AR, 72335",St. Francis,Chasity Jackson,CALVARY CHRISTIAN SCHOOL INC,(870) 633-5345,ccs@calvarychristianfc.com,,157,FALSE,FALSE,FALSE
37978,Little Rock Montessori School,Child Care Center,Level 0,"3704 North Rodney Parham, Little Rock, AR, 72212",Pulaski,Amy Barrett,Arkansas Montessori Society Inc.,(501) 225-2428,amy.barrett@lrmontessori.org,,171,FALSE,FALSE,FALSE
37943,The Ark Academy,Child Care Center,Level 0,"3701 SW H ST, BENTONVILLE, AR, 72713-7113",Benton,Frankie Ashmore,Josephine Adesina,(479) 268-5092,director@arkacademynwa.com,,213,FALSE,FALSE,FALSE
37921,Kolos Childcare,Child Care Center,Level 0,"101 Deposito Paseo, Hot Springs Village, AR, 71909",Saline,Kayla Clark,Kayla Clark,(501) 226-0359,kaylaclark1117@aol.com,,71,FALSE,TRUE,FALSE
37907,"Love, Laugh, Learn",Licensed Child Care Family Home,Level 0,"13974 Dogwood Dr, Fayetteville, AR, 72701",Washington,,Michelle Vaught,(479) 225-2130,michelle.vaught1@gmail.com,,12,FALSE,TRUE,FALSE
37762,First United Methodist Chuch Mothers Day Out Ministry,Child Care Center,Level 0,"302 N Main St, Beebe, AR, 72012-3050",White,Tiffany Jones,First United Methodist Church Mothers Day Out Ministry,(501) 882-6427,pamela.smith@arumc.org,BeebeFUMC.org,46,FALSE,FALSE,FALSE
36720,Ms. Becky's Child Care and Pre-School,Licensed Child Care Family Home,Level 0,"601 School Road, Rose Bud, AR, 72137",White,,Becky Litton,(512) 550-1961,blitton61@hotmail.com,,12,FALSE,TRUE,FALSE
36681,Carter's Crew,Out of School Time,Level 0,"6807 W 12th St, Little Rock, AR, 72204-2401",Pulaski,Amber Govan,Carters Crew,(501) 681-3353,amber@carterscrewar.org,www.carterscrewar.org,0,FALSE,TRUE,FALSE
36669,Grace Place Preschool of Fort Smith,Child Care Center,Level 0,"4001 Brooken Hill Dr, Fort Smith, AR, 72908",Sebastian,Natalie Cole ,Grace Place Preschool of Fort Smith,(479) 646-6503,graceplace@gracefs.com,,183,FALSE,FALSE,FALSE
36602,MeMe's Learning Academy II LLC,Child Care Center,Level 0,"1611 Brentwood Dr, Pine Bluff, AR, 71601-6821",Jefferson,Shauna Madden,Meme's Learning Academy II,(870) 395-6373,shaunastm@gmail.com,,30,FALSE,FALSE,FALSE
36596,Russellville Baptist Academy Preschool,Child Care Center,Level 0,"200 S Denver, Russellville, AR, 72801",Pope,Ginger Cloud,First Baptist Church,(479) 970-1316,jposey@fbcruss.org,,51,FALSE,FALSE,FALSE
36553,SCUS Head Start-McGehee,Child Care Center,Level 0,"800 South 1st Street, McGehee, AR, 71654",Desha,Lorraine Hawkins,"SCUS Head Start Programs, Inc",(870) 501-8005,asalazar@savechildren.org,,36,FALSE,TRUE,FALSE
36551,SCUS Head Start-Warren,Child Care Center,Level 0,"1312 West Pine Street, Warren, AR, 71671",Bradley,Amy Salazar,"SCUS Head Start Programs, Inc",(870) 466-5025,asalazar@savechildren.org,,46,FALSE,TRUE,FALSE
36550,SCUS Head Start-Dermott,Child Care Center,Level 0,"524 E Speedway Street, Dermott, AR, 71638",Chicot,Bobbie Brooks,"SCUS Head Start Programs, Inc",(870) 538-0015,asalazar@savechildren.org,,36,FALSE,TRUE,FALSE
36549,SCUS Head Start-Hamburg,Child Care Center,Level 0,"613 South Main Street, Hamburg, AR, 71646",Ashley,Velma Brock,"SCUS Head Start Programs, Inc",(870) 831-5003,asalazar@savechildren.org,,76,FALSE,TRUE,FALSE
36443,Happy Hearts and Hands Childcare,Child Care Center,Level 0,"2703 N 13TH ST, ROGERS, AR, 72756",Benton,Krystin Evans,Zana Family Services LLC,(479) 324-2779,kimberlybrown35@gmail.com,,56,FALSE,FALSE,FALSE
36394,SOAR Afterschool Program - Parson Hills Elementary,Out of School Time,Level 0,"2326 Cardinal Dr, Springdale, AR, 72764-5735",Washington,Abigail Smith,SOAR After School Program,(479) 318-7555,soar@soarafterschool.com,soarafterschool.com,0,FALSE,FALSE,FALSE
36393,SOAR Afterschool Program - Jones,Out of School Time,Level 0,"922 E Emma Ave, Springdale, AR, 72764-4503",Washington,Ben Rediske,SOAR After School Program,(479) 750-2006,soar@soarafterschool.com,soarafterschool.com,142,FALSE,FALSE,FALSE
36392,SOAR Afterschool Program - Grace Hill,Out of School Time,Level 0,"2609 W STORAGE PARKWAY RD, ROGERS, AR, 72756",Benton,Madison Johnson,SOAR After School Program,(479) 340-0975,soar@soarafterschool.com,,273,FALSE,FALSE,FALSE
36372,Innovation Learning @ LISA Academy North Middle- High,Out of School Time,Level 0,"1 Lisa Academy Way, North Little Rock, AR, 72117-1902",Pulaski,Toni Dickerson,Innovation Learning LLC,(720) 656-8535,lisanorthmiddlehigh@innovationlearning.com,,143,FALSE,FALSE,FALSE
36371,Innovation Learning @ LISA Academy North Elementary,Out of School Time,Level 0,"5410 Landers Road, North Little Rock, AR, 72117",Pulaski,Deshawdra Jones,Innovation Learning LLC,(720) 656-9608,lisanorthelementary@innovationlearning.com,,403,FALSE,FALSE,FALSE
36370,Innovation Learning @ Lisa Academy West Middle,Out of School Time,Level 0,"21 Corporate Hill Dr, Little Rock, AR, 72205",Pulaski,Krystal Brown,Innovation Learning LLC,(720) 656-9794,tdickerson@innovationlearning.com,,65,FALSE,FALSE,FALSE
36369,Innovation Learning @ LISA Academy West,Out of School Time,Level 0,"12200 Westhaven Dr, Little Rock, AR, 72211-5600",Pulaski,Brandi Jones,Innovation Learning LLC,(720) 665-3426,tdickerson@innovationlearning.com,,237,FALSE,FALSE,FALSE
36305,Sugar Plum Daycare,Child Care Center,Level 0,"104 Beech Street, Crossett, AR, 71635",Ashley,Kelsey Canley,Sugar Plum LLC,(870) 364-2655,kelsey_clark23@yahoo.com,,27,FALSE,TRUE,FALSE
36243,The Hill School Elementary,Child Care Center,Level 0,"2828 CROSSOVER DR, FAYETTEVILLE, AR, 72703",Washington,Dawn Reed Creech,Sooie Kidz Nonprofit,(479) 582-3333,natalie@thehillschool.com,https://thehillschool.com/,121,FALSE,FALSE,FALSE
36227,Little Hands Academy,Child Care Center,Level 0,"10610 Chicot Road, Mabelvale, AR, 72103",Pulaski,Turronda Black,Little Hands Academy,(501) 256-1925,turrondablack@yahoo.com,,38,FALSE,TRUE,FALSE
36156,Linda's Kids,Licensed Child Care Family Home,Level 0,"1014 N CURTIS AVE, PEA RIDGE, AR, 72751",Benton,,Linda Luney,(479) 619-8975,lindaluney@gmail.com,,16,FALSE,TRUE,FALSE
36131,Emily's Place Preschool,Child Care Center,Level 0,"618 Julia Ave, Wynne, AR, 72396-3504",Cross,Nicole Dewitt,Jesica Hill,(870) 318-2521,emilysplacedaycare@yahoo.com,,70,FALSE,FALSE,FALSE
36043,St. Joseph Bulldog Summer Camp,Out of School Time,Level 0,"1313 Deer St, Conway, AR, 72034",Faulkner,Laura Hiegel-Williams,St. Joseph School,(501) 336-0087,lwilliams@sjbulldogs.org,,105,FALSE,FALSE,FALSE
35768,Huff N Puff Fitness Dance & Gymnastics,Out of School Time,Level 0,"613 N 1st Street, Jacksonville, AR, 72076",Pulaski,Kristina Armstrong,"Huff N Puff Fitness Dance & Gymnastics, Inc.",(501) 985-1818,jaxhnpchildcare@gmail.com,www.jaxgymathnp.com,90,FALSE,FALSE,FALSE
35741,Cornerstone Montessori Christian Academy-Springhill Location,Child Care Center,Level 0,"4910 Springhill Road, Benton, AR, 72019",Saline,Shannon Nuckols,Stephen Nuckols,(501) 381-4607,slaureen.nuckols@gmail.com,,69,FALSE,TRUE,FALSE
35726,Lil' Sprouts Academy,Child Care Center,Level 0,"14803 Sardis Road, Mabelvale, AR, 72103",Saline,Crystal Colyer,Crystal Dawn Colyer,(501) 722-8013,lilsproutsacademy@outlook.com,,16,FALSE,FALSE,FALSE
35719,Mrs. Crystal's Childcare,Licensed Child Care Family Home,Level 0,"2505 Aplin Avenue, Perryville, AR, 72126",Perry,,Crystal Almond,(501) 412-5994,mrscrystalchildcare@gmail.com,,10,FALSE,FALSE,FALSE
35683,"Kids Academy of Pea Ridge, LLC",Child Care Center,Level 0,"211 Lee Town Rd, Pea Ridge, AR, 72751-3203",Benton,Rebecca Vincent,"Kids Academy of Pea Ridge, LLC",(479) 957-0424,rebeccavincent789@gmail.com,,69,FALSE,FALSE,FALSE
35678,STEPPING STONES PRIVATE PRESCHOOL,Child Care Center,Level 0,"401 N 23rd St SUITE 2, Paragould, AR, 72450-3951",Greene,Chasidy Colburn,Audrey Hutchison,(870) 243-1216,steppingstonesprivatepreschool@gmail.com,,34,FALSE,TRUE,FALSE
35672,Child Haven,Licensed Child Care Family Home,Level 0,"201 N Haley Street, Camden, AR, 71701",Ouachita,,Chelsea Vaughan,(870) 231-3770,cvaughan2009@yahoo.com,,16,FALSE,FALSE,FALSE
35575,Missy's Care-A-Lot Family Childcare,Licensed Child Care Family Home,Level 0,"5003 Charles Cove, North Little Rock, AR, 72117",Pulaski,,Melissa Griffin,(501) 850-4331,carealot_ar@yahoo.com,,16,FALSE,FALSE,FALSE
35525,Noah's Ark Daycare,Licensed Child Care Family Home,Level 0,"408 Hwy 274, Camden, AR, 71701",Ouachita,,Diane Kinley,(870) 574-2280,golfbum6@hotmail.com,,16,FALSE,TRUE,FALSE
35502,Salem Lutheran School,Child Care Center,Level 0,"1800 W Emma Ave, Springdale, AR, 72762",Washington,Kris Busch,Salem Lutheran Church,(479) 751-9500,staceymeyer272@gmail.com,,154,FALSE,FALSE,FALSE
35312,Faith Christian Academy,Child Care Center,Level 0,"2812 East Street, Texarkana, AR, 71854",Miller,Kathryn Page,Faith Baptist Church,(870) 774-3150,faithchristianacademytxk@gmail.com,,69,FALSE,FALSE,FALSE
35275,The Children's Academy,Child Care Center,Level 0,"1343 Albert Pike Road, Hot Springs, AR, 71913",Garland,Cheris Pierce,Lakepointe Lutheran Church,(501) 318-8944,phyllisc@lakepointefamily.com,,108,FALSE,TRUE,FALSE
35179,Prescott Elementary School,Child Care Center,Level 0,"335 School Street, Prescott, AR, 71857",Nevada,Emma Burke,Prescott School District,(870) 406-2906,rpoole@prescottschool.net,,48,FALSE,FALSE,FALSE
