FacilityId,FacilityName,FacilityType,LicenseNumber,LicenseStatus,AcceptsCCAP,PhoneNumber,Capacity,FirstName,LastName,Address,City,State,Zip,EffectiveDate,ExpirationDate,AgeRange
10016614,"VALLEY CREATIVE MINDS PRESCHOOL, LLC",LH,12219,BE,No,(907) 982-7018,8 Children,ALLISON,ELLIBEE,2021 N MIDTOWN DR,PALMER,AK,99645,20241001,20241231,3Y - 5 Y
10016985,VALLEY MONTESSORI,LC,12004,BI,Yes,(907) 631-7062,20 Children,MICHELLE,KRUEGER,5461 E. MAYFLOWER LANE,WASILLA,AK,99654,20240101,20251231,3Y - 5 Y
10000159,VENTURES PROGRAM SITKA,LC,11863,BI,Yes,(907) 966-1317,70 Children,ANNETTE,EVANS,305 BARANOF STREET305 BARANOF AVENUE,SITKA,AK,99835,20230601,20250531,5Y - 12 Y
10004989,VERA'S CHILD CARE,LH,11950,BI,Yes,(907) 616-0891,8 Children,VERA,YELENSKAYA,2743 TRIPLE H. RD.,DELTA JUNCTION,AK,99737,20231101,20251031,0W - 12 Y
10003567,WANA'S WORLD,LH,12191,BI,Yes,(907) 337-3962,8 Children,TAWANA,EARLS,"8501 KLUANE AVE,APT D",ANCHORAGE,AK,99504,20241101,20261031,0M - 12 Y
10005913,WEE CARE A LOT CHILD CARE,LH,11915,BI,Yes,(907) 746-1008,6 Children,CONNIE,BONGERS,955 JOSH DRIVE,PALMER,AK,99645,20230901,20250831,0Y - 12 Y
10017170,"WILLOW PTARMIGAN'S NEST - CDC, LLC",LC,12121,PR,Yes,(907) 488-9762,52 Children,AUDRIANA,FRANCISCO,2936 BADGER ROAD,NORTH POLE,AK,99705,20240601,20250531,6W - 5 Y
10017089,WINDSONG GARDEN SCHOOL,LH,11941,BI,No,(907) 903-3254,8 Children,LISA,STRATFORD,4330 MANYTELL AVE,ANCHORAGE,AK,99516,20231001,20250930,24M - 6 Y
10016669,WOODLAND DAY CARE,LH,11762,BI,Yes,(907) 740-8033,8 Children,MARTINA,MCCAUGHEY,701 MAPLE DRIVE,KENAI,AK,99611,20230301,20250228,1M - 12 Y
10012727,WYZE ANGELZ,LH,12079,BI,Yes,(907) 770-6701,8 Children,WYDALIS,RIVERA,5906 WINDING WAY,ANCHORAGE,AK,99504,20240601,20260531,0M - 12 Y
10012274,YANERI BILINGUAL CHILD CARE,LH,11791,BI,Yes,(907) 903-6056,8 Children,ANA,CASTILLO,"835 N PARK ST,APT A",ANCHORAGE,AK,99508,20230401,20250331,0M - 12 Y
10003752,YMCA - BAXTER SAC DEV SITE,LC,11983,BI,Yes,(907) 306-9549,60 Children,DAVID,KOCH,2991 BAXTER ROAD,ANCHORAGE,AK,99504,20240101,20251231,5Y - 12 Y
10003753,YMCA - BAYSHORE SACD SITE,LC,11971,BI,Yes,(907) 742-5092,80 Children,DAVID,KOCH,10500 BAYSHORE DRIVE,ANCHORAGE,AK,99515,20231201,20251130,5Y - 12 Y
10003754,YMCA - BOWMAN SACD SITE,LC,11969,BI,Yes,(907) 348-8905,60 Children,DAVID,KOCH,11700 GREGORY ROAD,ANCHORAGE,AK,99516,20231201,20251130,5Y - 12 Y
10003755,YMCA - COLLEGE GATE SAC DEV SITE,LC,12022,BI,Yes,(907) 563-3211,80 Children,DAVID,KOCH,3101 SUNFLOWER STREET,ANCHORAGE,AK,99508,20240401,20260331,5Y - 12 Y
10004724,YMCA - EAGLE RIVER SACD SITE,LC,12212,BI,Yes,(907) 223-7628,60 Children,DAVID,KOCH,10900 OLD EAGLE RIVER ROAD,EAGLE RIVER,AK,99577,20241101,20261031,5Y - 12 Y
10003758,YMCA - KASUUN SAC DEV SITE,LC,12057,BI,Yes,(907) 563-3211,80 Children,DAVID,KOCH,4000 EAST 68TH AVENUE,ANCHORAGE,AK,99507,20240501,20260430,5Y - 12 Y
10003759,YMCA - KINCAID SAC DEV SITE,LC,11751,BI,Yes,(907) 563-3211,80 Children,DAVID,KOCH,4900 RASPBERRY ROAD,ANCHORAGE,AK,99502,20230301,20250228,5Y - 12 Y
10013458,YMCA - LAKE HOOD SAC DEV SITE,LC,12098,BI,Yes,(907) 563-3211,60 Children,DAVID,KOCH,3601 W 40TH AVE,ANCHORAGE,AK,99517,20240901,20260831,5Y - 12 Y
10003609,YMCA - LAKE OTIS SAC DEV SITE,LC,12020,PR,Yes,(907) 563-3211,73 Children,DAVID,KOCH,5353 LAKE OTIS PKWY,ANCHORAGE,AK,99507,20240201,20250131,5Y - 12 Y
10003760,YMCA - NORTHERN LIGHTS ABC SAC DEV SITE,LC,11721,BI,Yes,(907) 563-3211,200 Children,DAVID,KOCH,2424 EAST DOWLING ROAD,ANCHORAGE,AK,99507,20230201,20250131,5Y - 12 Y
10013549,YMCA - TUDOR SAC DEV SITE,LC,12198,BI,Yes,(907) 563-3211,200 Children,DAVID,KOCH,1666 CACHE DRIVE,ANCHORAGE,AK,99507,20241001,20260930,5Y - 12 Y
10016887,YMCA - WILLOW CREST SACD SITE,LC,12136,BI,Yes,(907) 563-3211,60 Children,DAVID,KOCH,1004 WEST TUDOR ROAD,ANCHORAGE,AK,99503,20240901,20260831,5Y - 12 Y
10000140,ZARA  KIDS,GL,11883,BI,Yes,(907) 479-4112,12 Children,ZARA,EDMOND,130 BARANOF AVE,FAIRBANKS,AK,99701,20230801,20250731,0W - 12 Y

