Provider Name,Permit Type,Permit Number,Operator,Facility Type,Street,City,State,Zip,County,Phone,ABC Level,Last ABC Inspection Date,Capacity,Head Start,First Steps,Breastfeeding Friendly,Sleep Safe
Little Wild Ones Academy LLC,License,26187,Jane Keenan,Child Care Center,"2469 US Highway 501 ",CONWAY,SC,29526,Horry,(843)-234-0049,,,61,False,False,False,False
Little Wizard's Learning Center,License,24776,Jennifer McKnight,Child Care Center,1435 North Longstreet Hwy 52,KINGSTREE,SC,29556,Williamsburg,(843)-382-4949,,,25,False,True,False,False
Live Love Grow Learning Center II,License,26183,Koya Smith,Child Care Center,1706 South Irby Street,FLORENCE,SC,29505,Florence,(843)-799-4896,,,41,False,False,False,False
Live Oak Little School Incorporated James Island,License,23334,Pearline S Day,Child Care Center,1300 Fort Johnson Road,CHARLESTON,SC,29412,Charleston,(843)-974-5264,,,141,False,False,False,False
Living A Dream Childcare & Learning Center,License,26055,Ashley Burno,Child Care Center,6 Hickman Street,GRANITEVILLE,SC,29829,Aiken,(803)-392-7068,,,40,False,False,False,False
Liza Rouse,Registration,9952,"Liza Rouse ",Family Child Care Home,36 Simms Reach Road,ANDREWS,SC,29510,Williamsburg,(843)-387-5155,,,6,False,False,False,False
Lois I Phillips,Registration,22284,Lois Phillips I,Family Child Care Home,1104 East Jefferson Street,DILLON,SC,29536,Dillon,(843)-774-4560,,,6,False,False,False,False
Lollipop Lane Day Care Center,License,16013,"Heather Jane Lucas, Tammy Deanette Reep",Child Care Center,4536 Trenholm Road,Columbia,SC,29206,Richland,(803)-782-1144,,,187,False,False,False,False
Londonderry School,License,25368,Kellie Malcolm,Child Care Center,152 Redbank Rd,GOOSE CREEK,SC,29445,Berkeley,(843)-764-4549,,,124,False,False,False,False
Lora Duvall,Registration,5896,"Lora Duvall ",Family Child Care Home,734 N. Fishtrap Rd.,EASLEY,SC,29640,Pickens,(864)-385-9930,,,6,False,False,False,False
Lorene B Minors,License,15211,Lorene Minors B,Group Child Care Home,5762 Golf Course Road,Blackstock,SC,29014,Chester,(803)-482-3700,,,12,False,False,False,False
Loretta Peterson,Registration,26237,"Loretta Peterson ",Family Child Care Home,128 Wilson Road,FLORENCE,SC,29501,Florence,(843)-229-6268,,,6,False,False,False,False
Lorraine Pendergrass,Registration,24893,"Lorraine Pendergrass ",Family Child Care Home,4138 Swann Rd,OLANTA,SC,29114,Florence,(843)-659-2086,,,6,False,False,False,False
"Love and Laughter Day Care, Inc.",License,14590,Donna T Vaughn,Child Care Center,3211 Leaphart Road,WEST COLUMBIA,SC,29169,Lexington,(803)-794-7689,,,90,False,False,False,False
Love Learning Center,License,24874,Skye Marie Moore,Child Care Center,1561 Dutch Fork Rd,Irmo,SC,29063,Richland,(803)-932-6044,,,34,False,False,False,False
Love Learning Center - Chapin,License,25186,Terenda Brown,Child Care Center,411 Lexington Avenue,CHAPIN,SC,29036,Lexington,(803)-575-0322,,,52,False,False,False,False
Lovell Weekday Ministry,License,24538,Dana Stauffer,Child Care Center,603 Elm Street,CONWAY,SC,29526,Horry,(843)-248-6485,,,193,False,False,False,False
Loving & Learning,License,24835,Heather Wright Collins,Child Care Center,876 South Colony Drive,CHARLESTON,SC,29407,Charleston,(843)-571-0080,,,202,False,False,False,False
Loving & Learning Education Center,License,24837,Amanda Daughtrey,Child Care Center,958 Folly Rd,CHARLESTON,SC,29412,Charleston,(843)-795-9183,,,203,False,False,False,False
Loving and Learning Child Care Center,License,24416,Amber Culley Daugherty,Child Care Center,5353 Park Forest Parkway,NORTH CHARLESTON,SC,29418,Dorchester,(843)-552-8585,,,214,False,False,False,False
Lowcountry Children's Co-Op,License,24188,"Lauren Fields, Rebecca Winters",Child Care Center,1528 Folly Rd,Charleston,SC,29412,Charleston,(843)-203-4323,,,84,False,False,False,False
Lowcountry Day Preschool,License,25267,Lindsay Marshall,Child Care Center,357 Red Cedar Street,BLUFFTON,SC,29910,Beaufort,(843)-815-2271,,,287,False,False,False,False
"Lowcountry Leadership Pre-School ",License,23632,Megan Whitt,Child Care Center,5139 Gibson Road Bldg B,Hollywood,SC,29449,Charleston,(843)-889-5577,,,40,False,False,False,False
Lowcountry Learners,License,25488,Karen Ullrich,Child Care Center,1210 Hospital Drive,MOUNT PLEASANT,SC,29464,Charleston,(843)-388-1949,,,64,False,False,False,False
Lugoff First Baptist Children's Ministry,Registration,372,April L McCaa,Child Care Center,106 Longtown Road,LUGOFF,SC,29078,Kershaw,(803)-438-5084,,,256,False,False,False,False
Lula Mae Newton,Registration,24082,Lula Newton Mae,Family Child Care Home,177 Coffee Corner Avenue,FURMAN,SC,29921,Hampton,(803)-625-2106,,,6,False,False,False,False
Lures & Lace Learning Center,License,25777,Shannon Yates,Child Care Center,485 Country Club Road,LIBERTY,SC,29657,Pickens,(864)-878-7054,,,56,False,False,False,False
Lydia Collins,License,25100,"Lydia Collins ",Family Child Care Home,137 Habitat Way,SPARTANBURG,SC,29301,Spartanburg,(864)-621-2484,,,6,False,False,False,False
Lyttleton Learning Place,Registration,418,Kathi Hunter,Child Care Center,1206 Lyttleton Street,Camden,SC,29020,Kershaw,(803)-425-4874,,,141,False,False,False,False
Lyubov Sbrodova,Registration,25989,,Family Child Care Home,"428 Sara Blackman Dr. ",INMAN,SC,29349,Spartanburg,(916)-215-7623,,,6,False,False,False,False
Macarena Baez,License,26145,"Macarena Baez ",Family Child Care Home,"504 St Paul Road ",DORCHESTER,SC,29437,Dorchester,(843)-367-5354,,,5,False,False,False,False
"Macedonia Child Care ",Registration,212,Sandra Rackley,Child Care Center,402 North Main Street,MULLINS,SC,29574,Marion,(843)-464-0799,,,85,False,False,False,False
Mackenzie Miles,Registration,26256,"Mackenzie Miles ",Family Child Care Home,"659 Silver Spruce Street ",SUMMERVILLE,SC,29486,Berkeley,(580)-574-9169,,,6,False,False,False,False
Macy Gheen,Registration,25059,"Macy Gheen ",Family Child Care Home,2424 Lowry's Hwy,CHESTER,SC,29706,York,(803)-389-4479,,,6,False,False,False,False
Madlyn Griffin,License,26157,"Madlyn Griffin ",Family Child Care Home,121 Cannonsmill Lane,SUMMERVILLE,SC,29485,Dorchester,(803)-474-0446,,,5,False,False,False,False
Magan Smith Horton,Registration,22578,Magan Horton Smith,Family Child Care Home,3220 Jones Chapel Road,HONEA PATH,SC,29654,Anderson,(864)-934-6544,,,6,False,False,False,False
Maggie Bonds,Registration,7697,"Maggie Bonds ",Family Child Care Home,1248 Sandwood Avenue,FLORENCE,SC,29506,Florence,(843)-673-0313,,,6,False,False,False,False
Magic & Laughter Early Learning Academy,License,26103,Harley Danielle DiBella,Child Care Center,416 Pickens St,ROCK HILL,SC,29730,York,(803)-324-8751,,,54,False,True,False,False
Magnanimous Kids Learning Center,License,25942,Jessica E Jones,Child Care Center,209 Rice Creek Farms Rd,COLUMBIA,SC,29229,Richland,(803)-786-4948,,,84,False,False,False,False
Makenzie Diehl,Registration,26206,"Makenzie Diehl ",Family Child Care Home,248 Jasmine Dr,SUMMERVILLE,SC,29483,Dorchester,(308)-530-7410,,,6,False,False,False,False
Malaika James McCall,Registration,21924,Malaika McCall James,Family Child Care Home,1006 Maxwell Street,FLORENCE,SC,29506,Florence,(843)-662-1668,,,6,False,False,False,False
Mamie Coe White,Registration,23400,Mamie White Coe,Family Child Care Home,2624 Whitestone Drive,FLORENCE,SC,29505,Florence,(843)-407-1255,,,6,False,False,False,False
Mamie Lou Humphries,Registration,9076,Mamie Humphries Lou,Family Child Care Home,121 Webber Lake Road,UNION,SC,29379,Union,(864)-426-0335,,,6,False,False,False,False
Maranatha Christian School,Registration,72,Amy Nicole Lee,Child Care Center,2624 West Palmetto Street,FLORENCE,SC,29501,Florence,(843)-665-6395,,,180,False,False,False,False
Margaret Joyce Scott,Registration,21240,Margaret Scott Joyce,Family Child Care Home,3576 Kano Street,JOHNS ISLAND,SC,29455,Charleston,(843)-559-2560,,,6,False,False,False,False
Margaret Victoria McElwee,Registration,23743,Margaret McElwee Victoria,Family Child Care Home,111 Mcelwee Estates Road,HARDEEVILLE,SC,29927,Jasper,(843)-784-3068,,,6,False,False,False,False
Margie Wood,License,15352,"Margie Wood ",Group Child Care Home,615 Kelly Mill Road,ELGIN,SC,29045,Kershaw,(803)-788-8349,,,12,False,False,False,False
Margielina Roldan,Registration,23775,"Margielina Roldan ",Family Child Care Home,"500 Olde Springs Rd ",COLUMBIA,SC,29223,Richland,(803)-463-8222,,,5,False,False,False,False
Maria Walker,Registration,26192,"Maria Walker ",Family Child Care Home,10 Woodlands Village Ct,COLUMBIA,SC,29229,Richland,(803)-440-6435,,,5,False,False,False,False
Marian L Smalls,Registration,9965,Marian Smalls L,Family Child Care Home,1404 Witter Street,Charleston,SC,29412,Charleston,(843)-762-1949,,,6,False,False,False,False
Mariana Williams,Registration,26254,"Mariana Williams ",Family Child Care Home,3139 Gedney Cir,BLYTHEWOOD,SC,29016,Richland,(262)-357-1911,,,5,False,False,False,False
Maridel Lopez,Registration,26050,"Maridel Lopez ",Family Child Care Home,505 S Sunflower Way,MOORE,SC,29369,Spartanburg,(614)-897-8120,,,6,False,False,False,False
Marietta First Baptist Child Development Center,License,17948,Casey Phillips,Child Care Center,2936 Geer Hwy.,MARIETTA,SC,29661,Greenville,(864)-836-7027,,,135,False,False,False,False
Marilyn S White,License,26077,Marilyn White S,Family Child Care Home,16C Wildflower Ln,SEABROOK,SC,29940,Beaufort,(843)-898-3500,,,5,False,False,False,False
Marina Overmyer,Registration,25158,"Marina Overmyer ",Family Child Care Home,5 Grayhawk Way,SIMPSONVILLE,SC,29681,Greenville,(206)-375-8005,,,6,False,False,False,False
Marion Joyce Tillman,Registration,9770,Marion Tillman Joyce,Family Child Care Home,8452 Walsham Street,NORTH CHARLESTON,SC,29420,Dorchester,(843)-452-5619,,,6,False,False,False,False
Marjorie Agcaoili-Mullins,Registration,26049,"Marjorie Agcaoili-Mullins ",Family Child Care Home,300 Blue Pine Ct,LEXINGTON,SC,29073,Lexington,(740)-602-3891,,,6,False,False,False,False
Marlboro Academy,License,25531,Christi-Jo Gibson Britt,Child Care Center,1035 Fire Tower Road,BENNETTSVILLE,SC,29512,Marlboro,(843)-479-6501,,,39,False,False,False,False
Marsha Denise Fields,Registration,26056,Marsha Fields Denise,Family Child Care Home,37 Arborgate Court,COLUMBIA,SC,29212,Lexington,(803)-518-0663,,,5,False,False,False,False
Marshika McCray,Registration,24555,"Marshika McCray ",Family Child Care Home,206 Royal Tower Drive,IRMO,SC,29063,Richland,(803)-463-9083,,,6,False,False,False,False
Martha Bell Matthews,Registration,10557,Martha Matthews Bell,Family Child Care Home,712 Thorne Ave.,KINGSTREE,SC,29556,Williamsburg,(843)-355-9068,,,6,False,False,False,False
Martha Sistare Segee,Registration,23995,Martha Segee Sistare,Family Child Care Home,4001 Pink Plyer Road,LANCASTER,SC,29720,Lancaster,(704)-301-6478,,,5,False,False,False,False
Mary A Thompson,Registration,24455,Mary Thompson A,Family Child Care Home,102 Wood Court,LEXINGTON,SC,29073,Lexington,(803)-530-2438,,,6,False,False,False,False
Mary Alice Davis,License,15064,Mary Davis Alice,Group Child Care Home,101 Davis Street,BELTON,SC,29627,Anderson,(864)-338-6741,,,12,False,False,False,False
Mary Anne Burckhalter,Registration,22362,Mary Burckhalter Anne,Family Child Care Home,317 Howlandville Road,WARRENVILLE,SC,29851,Aiken,(803)-507-4681,,,6,False,False,False,False
Mary Brown,Registration,25758,"Mary Brown ",Family Child Care Home,"7804 Expedition Drive ",NORTH CHARLESTON,SC,29420,Dorchester,(843)-485-9203,,,6,False,False,False,False
Mary Charlene Giles,Registration,4933,Mary Giles Charlene,Family Child Care Home,2398 Flat Rock Road,ABBEVILLE,SC,29620,Abbeville,(864)-446-8988,,,6,False,False,False,False
Mary Dubose,Registration,25921,"Mary Dubose ",Family Child Care Home,328 Fleet Circle,DARLINGTON,SC,29532,Darlington,(843)-639-1135,,,6,False,False,False,False
Mary Ellen Williamson,Registration,25613,Mary Williamson Ellen,Family Child Care Home,856 Henneghan Road,COWARD,SC,29530,Florence,(843)-389-4245,,,6,False,False,False,False
Mary Ford,Registration,22281,"Mary Ford ",Family Child Care Home,3746 S. Okatie Hwy.,HARDEEVILLE,SC,29927,Jasper,(843)-784-2587,,,6,False,False,False,False
Mary Ford Elementary Kaleidoscope Afterschool Program,Approval,25566,Rose Ruiz,Child Care Center,3180 Thomasina McPherson Boulevard,NORTH CHARLESTON,SC,29405,Charleston,(843)-729-0266,,,251,False,False,False,False
Mary Ford HS & EHS,Approval,22564,Solvia T Jackson,Child Care Center,3180 Thomasina McPherison Blvd,NORTH CHARLESTON,SC,29405,Charleston,(843)-745-2193,,,189,True,False,True,False
Mary Foster,License,25317,"Mary Foster ",Family Child Care Home,2507 Fripp St.,BEAUFORT,SC,29902,Beaufort,(843)-441-1984,,,6,False,False,False,False
Mary Glover,Registration,22402,"Mary Glover ",Family Child Care Home,7060 NW McClester Road,REMBERT,SC,29128,Sumter,(803)-432-5336,,,5,False,False,False,False
Mary H Gibbs,Registration,9028,Mary Gibbs H,Family Child Care Home,1130 Bragdon Road,LAKE CITY,SC,29560,Florence,(843)-389-2096,,,6,False,False,False,False
Mary Jean Young,Registration,22066,Mary Young Jean,Family Child Care Home,742  South 6th Street,HARTSVILLE,SC,29550,Darlington,(843)-229-1975,,07/03/2024,6,False,False,False,False
Mary K Whetsell,License,14225,Mary Whetsell K,Group Child Care Home,1050 Mary Drive,SUMMERTON,SC,29148,Clarendon,(803)-485-8245,,,12,False,False,False,False
Mary Patricia Antley,License,26201,Mary Antley Patricia,Family Child Care Home,324 Frazier St,WINNSBORO,SC,29180,Fairfield,(803)-718-4911,,,6,False,False,False,False
Mason Preparatory School,License,26070,Jennifer Baker,Child Care Center,56 Halsey Blvd,CHARLESTON,SC,29401,Charleston,(843)-723-0664,,,40,False,False,False,False
Mauldin Methodist Preschool and Kindergarten,License,25862,Amy Byce,Child Care Center,100 East Butler Road,MAULDIN,SC,29662,Greenville,(864)-288-4729,,,173,False,False,False,False
May River Montessori School,License,17237,Sarah Hamilton Stone,Child Care Center,60 Calhoun Street,Bluffton,SC,29910,Beaufort,(843)-757-2312,,,100,False,False,False,False
McGregor Presbyterian Preschool,Registration,644,Christine Manley,Child Care Center,6505 St Andrews Road,COLUMBIA,SC,29212,Lexington,(803)-781-2539,,,271,False,False,False,False
Mead Hall Episcopal School,Registration,23659,Amy Minter Calfee,Child Care Center,129 Pendleton Street SW,AIKEN,SC,29801,Aiken,(803)-644-1122,,,97,False,False,False,False
Meeting Street Academy,License,23195,Amanda Joy Kuklinski,Child Care Center,201 East Broad Street Suite 110,SPARTANBURG,SC,29306,Spartanburg,(864)-253-1800,,,240,False,False,False,False
Meeting Street Academy,License,23212,Tiffany Clifton,Child Care Center,642 Meeting Street,CHARLESTON,SC,29403,Charleston,(843)-735-7102,,,120,False,False,False,False
Meeting Street Elementary @ Brentwood,Approval,23831,Madelyn Lauren Shuttleworth,Child Care Center,2685 Leeds Avenue,NORTH CHARLESTON,SC,29405,Charleston,(843)-529-3130,,,80,False,False,False,False
Meeting Street Elementary at Burns,License,25034,Deloris Regina Washington,Child Care Center,3750 Dorchester Road,NORTH CHARLESTON,SC,29405,Charleston,(843)-745-7113,,,80,False,False,False,False
Megan Mead,Registration,26060,"Megan Mead ",Family Child Care Home,"162 Highland Terrace ",ABBEVILLE,SC,29620,Abbeville,(860)-921-1721,,,6,False,False,False,False
Melanie Pierce-Greer,License,26020,"Melanie Pierce-Greer ",Family Child Care Home,1790 Lake Wateree Drive,FLORENCE,SC,29501,Florence,(843)-617-2799,,,5,False,False,False,False
Melinda R Mckissick,License,18178,Melinda Mckissick R,Group Child Care Home,311 N. Salem Avenue,SUMTER,SC,29150,Sumter,(803)-775-0628,,,12,False,False,False,False
Melinda Whitmire,Registration,8711,"Melinda Whitmire ",Family Child Care Home,108 Mason Street,GREENVILLE,SC,29611,Greenville,(864)-243-8264,,,6,False,False,False,False
Melissa Ann Day,Registration,24579,Melissa Day Ann,Family Child Care Home,"175 Anthony Rd. ",PICKENS,SC,29671,Pickens,(864)-385-0640,,,6,False,False,False,False
Melissa Dotson,Registration,25380,"Melissa Dotson ",Family Child Care Home,"3119 Fleming Mill Rd. ",LAURENS,SC,29360,Laurens,(864)-682-8273,,,6,False,False,False,False
Melissa Evans,Registration,26094,"Melissa Evans ",Family Child Care Home,"1200 Saylors Ave ",MONCKS CORNER,SC,29461,Berkeley,(843)-926-2702,,,6,False,False,False,False
Melissa Marie Schultz,Registration,9149,Melissa Schultz Marie,Family Child Care Home,319 Forest Drive,LIBERTY,SC,29657,Pickens,(864)-372-4050,,,6,False,False,False,False
Melissa McPhail,Registration,25620,"Melissa McPhail ",Family Child Care Home,60 Pepperidge Court,SUMTER,SC,29154,Sumter,(803)-316-1047,,,5,False,False,False,False
Melissa Plyler,Registration,23032,"Melissa Plyler ",Family Child Care Home,6518 Black Oasis Circle,FORT MILL,SC,29708,York,(980)-245-6587,,,6,False,False,False,False
Melissa Victoria Parker,Registration,10493,Melissa Parker Victoria,Family Child Care Home,2916 N. Poinsett Drive,FLORENCE,SC,29501,Darlington,(843)-413-0807,,,6,False,False,False,False
Melissa Wilson,License,25823,"Melissa Wilson ",Family Child Care Home,128 Spindle Way,GOOSE CREEK,SC,29445,Berkeley,(404)-664-1191,,,6,False,False,False,False
Mellissa Boone Ellis,Registration,22530,Mellissa Ellis Boone,Family Child Care Home,3081 Clydesdale Circle,Beaufort,SC,29906,Beaufort,(843)-525-1099,,,6,False,False,False,False
Memorial United Methodist Church Child Enrichment Program,Registration,628,Elizabeth Spurling,Child Care Center,201 North Main Street,GREER,SC,29650,Greenville,(864)-801-1110,,,99,False,False,False,False
Mercy Baptist Church Child Development Center,Registration,24444,Shauna Hardee,Child Care Center,2805 Fourth Avenue,Conway,SC,29527,Horry,(843)-488-1442,,,94,False,True,False,False
Messy Monkeys Child Care Center,License,25880,,Child Care Center,2487 Ashley River Rd #8,CHARLESTON,SC,29414,Charleston,(843)-718-2358,,,160,False,False,False,False
Messy Monkeys Childcare Center,License,25350,Kimberly Elizabeth Desantis,Child Care Center,"3546 Maybank Hwy., Unit B",JOHNS ISLAND,SC,29455,Charleston,(843)-640-3996,,,73,False,False,False,False
Micaela Gaines,License,26151,"Micaela Gaines ",Family Child Care Home,"108 Hartland Lane ",GOOSE CREEK,SC,29445,Berkeley,(843)-459-5815,,,5,False,False,False,False
Michael Hughes,Registration,24937,"Michael Hughes ",Family Child Care Home,1103 Golden Maple Lane,Chester,SC,29706,Chester,(803)-581-5446,,,6,False,False,False,False
Micheline Hayes,Registration,26153,"Micheline Hayes ",Family Child Care Home,1917 Weaver Street,TIMMONSVILLE,SC,29161,Darlington,(843)-858-1217,,,6,False,False,False,False
Michelle Barnhill,Registration,25134,"Michelle Barnhill ",Family Child Care Home,701 Glen Eagle Circle,IRMO,SC,29063,Richland,(803)-603-9226,,,5,False,False,False,False
Michelle Beaufort,Registration,25069,"Michelle Beaufort ",Family Child Care Home,620 East Rambo Road,Rock Hill,SC,29730,York,(803)-206-9107,,,5,False,False,False,False
Michelle Boyd,Registration,23175,"Michelle Boyd ",Family Child Care Home,28 Lazy Acres Lane,BISHOPVILLE,SC,29010,Lee,(803)-428-2721,,,6,False,False,False,False
Michelle Lynn Mcfadden,Registration,9354,Michelle Mcfadden Lynn,Family Child Care Home,137 Brown Street,LAKE CITY,SC,29560,Florence,(843)-394-5071,,,6,False,False,False,False
Michelle Temples,Registration,23296,"Michelle Temples ",Family Child Care Home,1225 Perry Taylor Road,Leesville,SC,29070,Lexington,(803)-960-5125,,,6,False,False,False,False
Midland Park Elementary Kaleidoscope Afterschool Program,Approval,25549,Kaquia Heyward Washington,Child Care Center,2415 Midland Park Road,CHARLESTON,SC,29406,Charleston,(843)-518-2675,,,262,False,False,False,False
Midland Valley Christian Academy and Daycare,License,22341,Jennifer Widener,Child Care Center,3526 Jefferson Davis Highway,CLEARWATER,SC,29822,Aiken,(803)-594-9945,,,285,False,False,False,False
Midlands Montessori School,License,23012,Sarah Elizabeth Hamrick,Child Care Center,140 Gibson Road,LEXINGTON,SC,29072,Lexington,(803)-356-6434,,,60,False,False,False,False
"Midlands Total Childcare, LLC",License,25864,Celeste Stalcup,Child Care Center,3907 Edmund Highway,WEST COLUMBIA,SC,29172,Lexington,(803)-764-0078,,,80,False,False,False,False
Midway Baptist Church Weekday Ministry,License,13684,Susan Medley Tindall,Child Care Center,154 Midway Road,GAFFNEY,SC,29341,Cherokee,(864)-489-3906,,,168,False,False,False,False
Millbrook Baptist Church Child Development,Registration,29,Crystal Dana Almond,Child Care Center,176 E. Pine Log Road,AIKEN,SC,29803,Aiken,(803)-648-3005,,,289,False,False,False,False
Millwood Elementary PERK,Approval,572,Denise Deschamps,Child Care Center,24 Pinewood Road,SUMTER,SC,29150,Sumter,(803)-775-0648,,,80,False,False,False,False
Minda Sue Cudd,Registration,21227,Minda Cudd Sue,Family Child Care Home,887 Robinson Road,GREER,SC,29651,Spartanburg,(864)-877-0529,,,6,False,False,False,False
Minds In Motion Academy 2,License,26126,Jalisa White,Child Care Center,"1271 S. Suber Road, B",GREER,SC,29650,Greenville,(864)-334-5261,,,60,False,False,False,False
Mischele Osborne,Registration,24005,"Mischele Osborne ",Family Child Care Home,293 Hill Rd,ABBEVILLE,SC,29620,Abbeville,(864)-378-9230,,,6,False,False,False,False
"Miss Aimee's, Inc. dba Sullivans Island Child Care",License,16160,,Child Care Center,1856 Middle Street,Sullivans Island,SC,29482,Charleston,(843)-883-9162,,,58,False,False,False,False
Mitchell Road Christian Academy,Registration,32,Courtney Annette Hathaway,Child Care Center,207 Mitchell Road,GREENVILLE,SC,29615,Greenville,(864)-268-2210,,,133,False,False,False,False
Mitsi Evonne Chaple,Registration,24433,Mitsi Chaple Evonne,Family Child Care Home,2307 McTeer Circle,BEAUFORT,SC,29902,Beaufort,(843)-441-7452,,,6,False,False,False,False
Molly Faye Broach,Registration,18538,Molly Broach Faye,Family Child Care Home,1854 South Pamplico Hwy,PAMPLICO,SC,29583,Florence,(843)-493-5433,,,6,False,False,False,False
"Mommy's Time Out, LLC",License,26167,Tamara Reese,Child Care Center,104 Hillpine Rd,COLUMBIA,SC,29212,Richland,(803)-706-1809,,,100,False,False,False,False
Monica Holtsclaw,Registration,24193,"Monica Holtsclaw ",Family Child Care Home,400 Buckthorne Drive,Lexington,SC,29072,Lexington,(803)-447-5572,,,6,False,False,False,False
Monica Parker,Registration,25691,"Monica Parker ",Family Child Care Home,"234 Miami Street ,Lot 2",LADSON,SC,29456,Berkeley,(843)-481-5388,,,6,False,False,False,False
Monique Moreno,Registration,25761,"Monique Moreno ",Family Child Care Home,6251 W. Market Street Ext,CHERAW,SC,29520,Chesterfield,(843)-910-6270,,,6,False,False,False,False
Monique Smith,Registration,24587,"Monique Smith ",Family Child Care Home,203 Goldenrain Way,SIMPSONVILLE,SC,29680,Greenville,(864)-423-1217,,,6,False,False,False,False
Montessori Academy,License,17353,Elisa Lenae Mroz,Child Care Center,384 S. Spring Street,Spartanburg,SC,29306,Spartanburg,(864)-585-3046,,,106,False,False,False,False
"Montessori Early Learning Center, Inc.",License,13461,"Brantley Griffis Dresch, Ina Lightner Fort",Child Care Center,1101 Balsam Road,Columbia,SC,29210,Richland,(803)-772-2262,,,213,False,False,False,False
Montessori Fountainhead School,License,16631,Nana Fox,Child Care Center,278-A Meeting Street,CHARLESTON,SC,29401,Charleston,(843)-853-6009,,,50,False,False,False,False
Montessori School of Anderson,License,14415,Mary Melissa Hightower,Child Care Center,280 Sam McGee Road,Anderson,SC,29621,Anderson,(864)-226-1780,,,199,False,False,False,False
Montessori School of Florence,License,17227,Elizabeth S Kahn,Child Care Center,510 West Palmetto Street,FLORENCE,SC,29501,Florence,(843)-629-2920,,,169,False,False,False,False
Montessori School of John's Island,License,25263,Amanda Wendland,Child Care Center,3634 Mary Ann Point Rd.,Johns Island,SC,29455,Charleston,(843)-559-0052,,,134,False,False,False,False
Montessori School of Lexington,License,25727,Jessica Haan,Child Care Center,1901 Augusta Highway,LEXINGTON,SC,29072,Lexington,(803)-490-0209,,,60,False,False,False,False
Montessori School of Mauldin,License,13650,Samantha Vejay,Child Care Center,205 B. East Butler Road,MAULDIN,SC,29662,Greenville,(864)-288-8613,,,321,False,False,False,False
Montessori West School,License,15496,WENDY J MEADOWS,Child Care Center,8800 Warren H. Abernathy Hwy.,SPARTANBURG,SC,29301,Spartanburg,(864)-576-5414,,,132,False,False,False,False
Montiroots LLC,License,26150,Alissa Kovalcik,Child Care Center,10 Edwards Mill Road,TAYLORS,SC,29687,Greenville,(864)-236-5254,,,99,False,False,False,False
Mountain Montessori School,License,24372,Alexandra Danielle Barnhart-Wetmore,Child Care Center,405 Tanyard Road,GREENVILLE,SC,29609,Greenville,(864)-610-2887,,,49,False,False,False,False
Movieta Matthews,Registration,4728,"Movieta Matthews ",Family Child Care Home,1410 Welch Drive,FLORENCE,SC,29505,Florence,(843)-665-1032,,,6,False,False,False,False
Mside Weekday Preschool,Registration,24526,Ashley Nicole Searcy,Child Care Center,897 S Pine Street,Spartanburg,SC,29302,Spartanburg,(864)-585-5424,,,145,False,False,False,False
Mt. Zion Elementary Kaleidoscope,Approval,26106,Marcila Nelson,Child Care Center,3464 River Rd,JOHNS ISLAND,SC,29455,Charleston,(843)-214-0900,,,80,False,False,False,False
Murray LaSaine Elementary Kaleidoscope Afterschool Program,Approval,25534,Robin Fay,Child Care Center,691 Riverland Drive,CHARLESTON,SC,29412,Charleston,(843)-402-7887,,,120,False,False,False,False
My House Day Care,License,26037,Stacey Marie D'Ambra,Child Care Center,1197 Hwy 417,MOORE,SC,29369,Spartanburg,(864)-587-9000,,,93,False,False,False,False
Myra Wilson,Registration,24466,"Myra Wilson ",Family Child Care Home,19 Microwave Road,LANE,SC,29564,Williamsburg,(843)-356-7592,,,6,False,False,False,False
N.E. Miles Early Childhood Development Center,License,17626,Katherine Houser,Child Care Center,91 Wentworth Street,CHARLESTON,SC,29424,Charleston,(843)-953-5606,,,93,False,False,False,False
Nana Dee's Child Development,License,24390,Deanna Gregory,Child Care Center,4524 Parris Bridge Rd,BOILING SPRINGS,SC,29316,Spartanburg,(864)-586-1181,,,43,False,False,False,False
"Nana's Preschool Club House ",License,25269,Victoria Amsler,Child Care Center,4530 Parris Bridge Road,BOILING SPRINGS,SC,29316,Spartanburg,(864)-586-1659,,,36,False,False,False,False
"Nancy H. Gainey Child Day Care, Inc.",License,14599,Nancy H Gainey,Child Care Center,707 Spring Street,DARLINGTON,SC,29532,Darlington,(843)-393-5589,,,17,False,False,False,False
Natalie Barnhill,Registration,24845,"Natalie Barnhill ",Family Child Care Home,9 Adare Court,IRMO,SC,29063,Richland,(803)-260-3416,,,5,False,False,False,False
Natasha Brown,Registration,23508,"Natasha Brown ",Family Child Care Home,"406 Sellwood Circle ",Simpsonville,SC,29680,Greenville,(864)-558-4041,,,6,False,False,False,False
Natheria Rouse,License,17934,"Natheria Rouse ",Group Child Care Home,205 Apple Street,ANDREWS,SC,29510,Georgetown,(843)-264-2584,,,8,False,False,False,False
New Hope Child Development Center,Registration,544,Michelle Hunter,Child Care Center,112 New Hope Road,PELZER,SC,29669,Anderson,(864)-947-2579,,,52,False,False,False,False
New Life Child Development Center,Registration,25842,Hannah Sims,Child Care Center,"350 Old Furnace Rd. ",BOILING SPRINGS,SC,29316,Spartanburg,(864)-754-4838,,,171,False,False,False,False
New Prospect Baptist Preschool,Registration,25090,Mary Carter Roesch,Child Care Center,"2503 White Hall Rd. ",ANDERSON,SC,29625,Anderson,(864)-225-1236,,,114,False,False,False,False
