Certificate Number,Account Name,Type,Status,Certificate Effective Date,Certificate Expiration Date,Physical County,Physical Street,Physical City,Physical State/Province,Physical Zip/Postal Code,Phone,Capacity-Infants,Capacity-One-Year-Olds,School Aged,Capacity-Total Licensed,License Tier,Approved To,
CDC-14782,Tots Unlimited # 28,Child Care Center,Active,6/1/2024,5/31/2025,MARICOPA,8311 West Glendale Avenue,Glendale,AZ,85305,6237728087,16,26,Licensed,196,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-18962,Tracy's Child Care Preschool,Child Care Center,Active,12/1/2023,11/30/2024,NAVAJO,421 Woodland Road,Lakeside,AZ,85929,9283581249,0,14,Licensed,95,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-10371,T R C C - Ray Rd Inc,Child Care Center,Active,9/1/2021,8/31/2024,MARICOPA,4510 East Ray Road,Phoenix,AZ,85044,4807045256,33,26,Licensed,158,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020026CGHSW16030203,Tree House Daycare,Child Care Group Home,Active,1/13/2024,1/12/2025,Pima,7331 S Bolingbroke Ave,Tucson,AZ,85746,5203585522,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-17586,"Tree Of Life Preschool Academy, L.L.C.",Child Care Center,Active,9/1/2023,8/31/2024,MARICOPA,7050 South 24th Street,Phoenix,AZ,85042,6027957721,0,20,Licensed,82,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-14676,Tricia's Learning Center,Child Care Center,Active,2/1/2024,1/31/2025,PIMA,1520 W Camino Antigua,Sahuarita,AZ,85629,5203993536,5,26,Licensed,85,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020031CDCNK11022762,Trinity Lutheran Church and TLC Preschool,Child Care Center,Active,9/1/2023,8/31/2024,Pinal,1515 N Trekell Rd,Casa Grande,AZ,85122,520-836-2451,0,0,Licensed,86,60+ licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-1718,Trinity Lutheran School,Child Care Center,Active,10/1/2023,9/30/2024,MARICOPA,830 East Plaza Circle East,Litchfield Park,AZ,85340,6239354690,0,37,Licensed,434,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-8060,Trinity Pre School/Child Care Center,Child Care Center,Active,8/1/2024,7/31/2025,COCHISE,216 Arizona Street,Bisbee,AZ,85603,520-249-8955,0,0,,10,5-10 licensed capacity,Part Day Care; Two-year-old Care; 3/4/5-year-old Care,
0020029CGHTN59339021,Ttl center,Child Care Group Home,Active,1/26/2024,1/25/2025,Pinal,38023 W Montserrat St,Maricopa,AZ,85138,5204140623,0,0,Licensed,6,1-10 licensed capacity,Full-Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-16344,Tucson Baptist Temple Child Development Center,Child Care Center,Active,10/1/2021,10/1/2024,PIMA,1525 S Columbus Blvd,Tucson,AZ,85711,5205125157,20,20,Licensed,166,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-0156,"Tucson Community School, Inc",Child Care Center,Active,11/1/2021,10/31/2024,PIMA,2109 East Hedrick Drive,Tucson,AZ,85719,5203269212,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-3141,Tucson Country Day School,Child Care Center,Active,9/1/2023,8/31/2024,PIMA,9239 East Wrightstown Rd,Tucson,AZ,85715,5202960883,0,0,Licensed,585,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-2022,Tucson Jewish Community Center,Child Care Center,Active,5/31/2022,5/31/2025,PIMA,3800 East River Road,Tucson,AZ,85718,5206155437,0,0,Licensed,726,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020189CDCRH40572578,Tucson Jewish Community Center,Child Care Center,Active,10/24/2023,10/23/2024,Pima,3888 East River Road,Tucson,AZ,85718,5206155437,0,0,,20,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-18854,Tucson Museum Of Art Education Center,Child Care Center,Active,6/1/2024,5/31/2025,PIMA,166 West Alameda,Tucson,AZ,85701,5203884721,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-16967,Tucson Waldorf School,Child Care Center,Active,6/1/2024,5/31/2025,PIMA,3605 East River Road,Tucson,AZ,85718,5205291032,0,0,Licensed,205,60+ licensed capacity,Part Day Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020252CDCPG88049834,Tumbleweed School Head Start,Child Care Center,Active,6/26/2024,6/25/2025,Maricopa,4001 West Laurel Lane,Phoenix,AZ,85029,602-347-4806,0,0,,25,11-59 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
CDC-13849,Tutor Time Child Care/Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,5550 West Bell Road,Glendale,AZ,85308,6026035037,16,28,Licensed,258,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13839,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,7810 West Lower Buckeye Road,Phoenix,AZ,85043,6236916705,24,25,Licensed,334,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13840,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,3720 West Anthem Way,Anthem,AZ,85086,6234658644,13,27,Licensed,219,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13841,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,10260 North 67th Avenue,Glendale,AZ,85302,6235720080,28,27,Licensed,237,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13842,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,24745 North 23rd Avenue,Phoenix,AZ,85085,6235875640,0,0,Licensed,357,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13843,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,7255 South Power Road,Queen Creek,AZ,85142,4808406095,24,33,Licensed,262,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13844,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,15438 West Bell Road,Surprise,AZ,85374,6235568430,24,25,Licensed,289,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13845,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,4736 East Indian School Road,Phoenix,AZ,85018,6029561020,12,38,Licensed,255,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13846,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,5911 West Thunderbird Road,Glendale,AZ,85306,6029384125,30,61,Licensed,356,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13847,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,690 West Warner Road,Gilbert,AZ,85233,4807829119,25,8,Licensed,312,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13848,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,2050 West Ray Road,Chandler,AZ,85224,4808207111,24,85,Licensed,336,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13850,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,1900 South Alma School Road,Chandler,AZ,85286,4808574084,12,26,Licensed,223,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13851,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,905 North Mcclintock Drive,Chandler,AZ,85226,4808386700,20,61,Licensed,393,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13852,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,3316 East Baseline Road,Phoenix,AZ,85040,6024370404,22,34,Licensed,301,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13853,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,1730 North Dysart Road,Goodyear,AZ,85395,6235362900,23,39,Licensed,274,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13854,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,15365 South 48th Street,Phoenix,AZ,85044,4807040536,25,25,Licensed,295,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13856,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,1652 East Elliott Road,Gilbert,AZ,85234,4806320531,40,28,Licensed,167,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13859,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,1928 North Gilbert Road,Mesa,AZ,85203,4807336977,12,24,Licensed,221,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13860,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,8348 West Deer Valley Road,Peoria,AZ,85382,6238259840,16,25,Licensed,246,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13861,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,4060 East Bell Road,Phoenix,AZ,85032,6024936941,11,26,Licensed,277,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13863,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,3901 East Guadalupe Road,Gilbert,AZ,85234,4806333737,12,62,Licensed,242,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-14204,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,4710 East Lone Mountain Road,Cave Creek,AZ,85331,4805753014,16,22,Licensed,357,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-14845,Tutor Time Child Care/ Learning Centers,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,875 East Bell Road,Phoenix,AZ,85022,6029385257,30,48,Licensed,423,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020011CGHXS70472375,Tuty's Child Care,Child Care Group Home,Active,9/28/2023,9/27/2024,Pima,1929 S Magnolia Ave,Tucson,AZ,85711,520 8297400,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care; Weekend Care,
CDC-17453,U3 Academy Childcare Center LLC,Child Care Center,Active,4/1/2022,3/31/2025,COCHISE,128 North 7th Street,Sierra Vista,AZ,85635,5206867877,5,13,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020040CGHMJ55783037,Uccellos Garden,Child Care Group Home,Active,4/11/2024,4/10/2025,Maricopa,10931 East Flossmoor Avenue,Mesa,AZ,85208,480-799-1953,0,0,,10,1-10 licensed capacity,Full-Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
0020015CDCYT94130113,Under the Sun Preschool & Childcare,Child Care Center,Active,8/9/2023,8/8/2024,Navajo,115 W Erie St,Holbrook,AZ,86025,9282418264,0,6,Licensed,31,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-10827,United Cerebral Palsy Of Central Arizona,Child Care Center,Active,9/1/2021,8/31/2024,MARICOPA,1802 West Parkside Lane,Phoenix,AZ,85027,6029435472,10,18,,112,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-16046,United Christian School,Child Care Center,Active,1/1/2024,12/31/2024,YAVAPAI,903 West Finnie Flat Road,Camp Verde,AZ,86322,9285670415,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
0020070CDCVI22237489,Upside Preschool,Child Care Center,Active,10/21/2023,10/20/2024,Yavapai,7450 E Pav Way,Prescott Valley,AZ,86314,928-420-8156,0,0,Licensed,218,60+ licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-0024,Upward For Children And Families,Child Care Center,Active,6/1/2024,5/31/2025,MARICOPA,6306 North 7th Street,Phoenix,AZ,85014,6022795801,10,20,,59,11-59 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-18990,Urban Strategies L.L.C. Early Head Start At Hamilton,Child Care Center,Active,7/1/2024,6/30/2025,MARICOPA,2020 West Durango Street,Phoenix,AZ,85009,6023535315,32,0,,72,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
SGH-13390,Uribe's Child Care,Child Care Group Home,Active,5/31/2022,5/31/2025,PIMA,1700 North Dragoon St,Tucson,AZ,85745,5207921185,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care; Evening/Nighttime Care,
CDC-18541,V.E.S.D.#9 - Vernon Elementary School,Child Care Center,Active,4/30/2022,4/30/2025,APACHE,90 Crn 3139,Vernon,AZ,85940,9285375463,0,0,,25,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-6485,V.U.S.D.#20 - Acacia Early Childhood And School Age Program,Child Care Center,Active,3/1/2024,2/28/2025,PIMA,12955 East Colossal Cave,Vail,AZ,85641,5208792268,0,0,Licensed,134,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-17625,V.U.S.D.#20 - Copper Ridge Enrichment Program,Child Care Center,Active,6/30/2022,6/30/2025,PIMA,17650 South Canyon Ridge Trail,Vail,AZ,85641,5208793361,0,0,Licensed,90,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9525,V.U.S.D.#20 - Cottonwood Early Childhood And School Age Program,Child Care Center,Active,10/1/2023,9/30/2024,PIMA,9950 Rees Loop,Tucson,AZ,85747,5208792660,0,0,Licensed,145,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-6483,V.U.S.D.#20 - Desert Willow Early Childhood,Child Care Center,Active,11/1/2023,10/31/2024,PIMA,9400 East Esmond Loop,Tucson,AZ,85747,5208792313,0,0,Licensed,136,60+ licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-17011,V.U.S.D.#20 - Esmond Stations Enrichment Program,Child Care Center,Active,7/1/2024,6/30/2025,PIMA,9400 South  Atterbury Wash Way,Tucson,AZ,85747,5208793444,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-8345,V.U.S.D.#20 - Mesquite Early Childhood And School Age Program,Child Care Center,Active,10/1/2023,9/30/2024,PIMA,9455 East Rita Road,Tucson,AZ,85747,5208792184,0,0,Licensed,142,60+ licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-18905,V.U.S.D.#20 - Mica Mountain Inclusive Preschool,Child Care Center,Active,8/1/2024,7/31/2025,PIMA,10800 East Valencia Road,Tucson,AZ,85747,5208791792,0,0,,185,60+ licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-13184,V.U.S.D.#20 - Ocotillo Ridge Early Childhood And School Age Program,Child Care Center,Active,3/1/2022,2/28/2025,PIMA,10170 S White Lightning Lane,Vail,AZ,85641,5208793660,0,0,Licensed,137,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-14236,V.U.S.D.#20 - Senita Valley Early Childhood And School Age Program,Child Care Center,Active,7/1/2024,6/30/2025,PIMA,10750 E Bilby Road,Tucson,AZ,85747,5208793185,0,0,Licensed,172,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-10844,V.U.S.D.#20 - Sycamore Early Childhood And School Age Program,Child Care Center,Active,8/1/2024,7/31/2025,PIMA,16701 South Houghton Road,Vail,AZ,85641,5208792579,0,0,Licensed,193,60+ licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-16424,V.U.S.D.#20 - Vail Inclusive Enrichment Center,Child Care Center,Active,9/1/2021,8/31/2024,PIMA,12775 East Mary Ann Cleveland St B,Vail,AZ,85641,5208791777,0,0,,85,60+ licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-14546,V.U.S.D.#20 - Vail Inclusive Preschool At Cienega,Child Care Center,Active,10/1/2023,9/30/2024,PIMA,12775 E Mary Ann Cleveland Way,Vail,AZ,85641,5208791753,0,0,,185,60+ licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care,
SGH-18565,Val's Childcare,Child Care Group Home,Active,6/1/2022,5/31/2025,PIMA,6409 South Buford Avenue,Tucson,AZ,85706,520-308-2787,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care; Evening/Nighttime Care,
CDC-15133,Valley Academy,Child Care Center,Active,12/1/2021,11/30/2024,MARICOPA,1520 West Rose Garden Lane,Phoenix,AZ,85027,6235167747,0,0,Licensed,245,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-1251,Valley Child Care,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,5041 West Union Hills Drive,Glendale,AZ,85308,6024392700,19,36,Licensed,191,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-0849,Valley Child Care #1001,Child Care Center,Active,6/30/2022,6/30/2025,MARICOPA,3620 West Greenway Road,Phoenix,AZ,85053,6029383100,22,38,Licensed,249,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-7263,Valley Learning Center,Child Care Center,Active,10/1/2021,9/30/2024,YAVAPAI,2235 South Highway 89,Chino Valley,AZ,86323,9289255942,5,24,Licensed,133,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9975,Valley Of The Sun Jewish Community Center,Child Care Center,Active,9/1/2023,8/31/2024,MARICOPA,12701 North Scottsdale Road,Scottsdale,AZ,85254,4806597769,35,44,Licensed,825,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-3277,Valley Presbyterian Day School,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,6947 East Mcdonald Drive,Paradise Valley,AZ,85253,4809916424,0,14,,125,60+ licensed capacity,Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-17643,Val Vista Academy,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,4120 South Val Vista Drive,Gilbert,AZ,85297,480-369-5287,0,0,Licensed,101,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-1243,Verde Christian Academy,Child Care Center,Active,8/1/2024,7/31/2025,YAVAPAI,102 South Willard Street,Cottonwood,AZ,86326,9286348113,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
0020118CGHQR51312772,Veronica Fowles,Child Care Group Home,Active,6/25/2024,6/24/2025,Maricopa,23042 E Happy Rd,Queen Creek,AZ,85142,9512169828,0,0,,10,1-10 licensed capacity,Full-Day Care; Two-year-old Care; 3/4/5-year-old Care,
0020069CDCET44280941,Verrado Middle School,Child Care Center,Active,10/21/2023,10/20/2024,Maricopa,20880 W Main St,Buckeye,AZ,85396,623-535-6042,0,0,,79,60+ licensed capacity,3/4/5-year-old Care,
CDC-19094,Via Montessori Preschool,Child Care Center,Active,8/1/2024,7/31/2025,PIMA,9595 East Speedway Boulevard,Tucson,AZ,85748,5203498301,0,0,,25,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-12714,Villa Montessori,Child Care Center,Active,10/1/2021,9/30/2024,MARICOPA,2802 East Meadowbrook Avenue,Phoenix,AZ,85016,6029552210,0,0,Licensed,105,60+ licensed capacity,Full-Day Care; Part Day Care; School-Age Child Care,
CDC-12712,Villa Montessori Inc.,Child Care Center,Active,6/1/2024,5/31/2025,MARICOPA,4535 North 28th Street,Phoenix,AZ,85016,6029552210,7,41,Licensed,253,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-16849,Vision One C D C,Child Care Group Home,Active,3/1/2024,2/28/2025,MARICOPA,15070 West Fillmore Street,Goodyear,AZ,85338,602-748-0773,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care,
0020053CGHFP22755887,Vivi's Childcare,Child Care Group Home,Active,7/20/2024,7/19/2025,Pima,5003 South Gran Tera Drive,Tucson,AZ,85706,520-904-3444,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care; Weekend Care,
0020129CDCSF64838617,VYBrant Academy of Young Scholars,Child Care Center,Active,7/28/2024,7/27/2025,Santa Cruz,965 West Mariposa Road,Nogales,AZ,85621,(520) 415-1656,0,0,,28,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-17274,W.A.C.O.G. - Brian Meyers-Davis Head Start,Child Care Center,Active,5/1/2024,4/30/2025,MOHAVE,601 Van Buren,Kingman,AZ,86401,9287538730,0,0,,35,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-3662,W.A.C.O.G. - Bullhead City Head Start,Child Care Center,Active,11/1/2021,10/31/2024,MOHAVE,1055 Marina Boulevard,Bullhead City,AZ,86442,9287586616,0,0,,100,60+ licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-5122,W.A.C.O.G. - Carlisle Head Start Center,Child Care Center,Active,8/1/2024,7/31/2025,YUMA,241 North Congress Avenue,Somerton,AZ,85350,9286273922,0,0,,65,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-14690,W.A.C.O.G. - Carver Head Start Center,Child Care Center,Active,8/1/2024,7/31/2025,YUMA,1341 West 5th Street,Yuma,AZ,85364,9287820005,0,0,,89,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-5352,W.A.C.O.G. - Cerbat Head Start Center,Child Care Center,Active,4/1/2022,3/31/2025,MOHAVE,2689 Jagerson Avenue,Kingman,AZ,86401,9287577574,0,0,,25,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-3671,W.A.C.O.G. - Ehrenberg Head Start,Child Care Center,Active,10/1/2021,9/30/2024,LA PAZ,49241 Ehrenberg Poston Hwy,Ehrenberg,AZ,85334,9289239866,0,0,,25,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-4753,W.A.C.O.G. - Foothills Head Start,Child Care Center,Active,8/1/2024,7/31/2025,YUMA,2950 S Avenue 10 E,Yuma,AZ,85365,9283051652,0,8,,107,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-3859,W.A.C.O.G. - Golden Valley Head Start,Child Care Center,Active,2/1/2022,1/31/2025,MOHAVE,3404 Santa Maria Road,Golden Valley,AZ,86413,9285654507,0,0,,25,11-59 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
CDC-4596,W.A.C.O.G. - Gwyneth Ham Early Learning Center,Child Care Center,Active,2/1/2024,1/31/2025,YUMA,840 East 22nd Street,Yuma,AZ,85364,9287830473,0,68,,252,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
